Parameter,Values
Camera Matrix,2123.539454891907,0.0,416.50221121772535,0.0,1475.767222913466,237.16159664960963,0.0,0.0,1.0
Rotational Matrix,"[[-0.0060187 ]
 [ 0.60203963]
 [ 0.1407933 ]]","[[-0.00252543]
 [ 0.60868227]
 [ 0.14275725]]","[[-6.14227519e-04]
 [ 6.16167286e-01]
 [ 1.43936613e-01]]","[[-0.00145296]
 [ 0.62360902]
 [ 0.14523529]]","[[-0.00278236]
 [ 0.63236431]
 [ 0.14654488]]","[[-0.00288716]
 [ 0.6401136 ]
 [ 0.14497255]]","[[-0.00312951]
 [ 0.64568392]
 [ 0.1399966 ]]","[[-0.00249864]
 [ 0.6497303 ]
 [ 0.13216608]]","[[-0.00154426]
 [ 0.6524179 ]
 [ 0.12298996]]","[[2.14270546e-04]
 [6.53085348e-01]
 [1.15139839e-01]]","[[0.00312251]
 [0.65492571]
 [0.10868147]]","[[0.00804187]
 [0.65759568]
 [0.1056952 ]]","[[0.01404132]
 [0.66266347]
 [0.10729653]]","[[0.01725522]
 [0.67065688]
 [0.11052914]]","[[0.01863525]
 [0.67908442]
 [0.11373757]]","[[0.01723189]
 [0.68884151]
 [0.11281728]]","[[0.01550357]
 [0.69917966]
 [0.10742174]]","[[0.01494599]
 [0.71041932]
 [0.09988538]]","[[0.01791972]
 [0.72488667]
 [0.09139856]]","[[0.02350809]
 [0.73865956]
 [0.08204251]]","[[0.02792063]
 [0.75386133]
 [0.07349088]]","[[0.03020789]
 [0.76977579]
 [0.06818395]]","[[0.02908661]
 [0.78465519]
 [0.06373407]]","[[0.02935386]
 [0.79206811]
 [0.05754169]]","[[0.03248821]
 [0.7896846 ]
 [0.05184671]]","[[0.03695058]
 [0.78092346]
 [0.04953731]]","[[0.04013068]
 [0.77038028]
 [0.05181607]]","[[0.04175546]
 [0.75842643]
 [0.05862917]]","[[0.03991896]
 [0.74383763]
 [0.06671669]]","[[0.03797882]
 [0.72527196]
 [0.07470589]]","[[0.03655376]
 [0.70407193]
 [0.07994756]]","[[0.0358856 ]
 [0.68127259]
 [0.08389202]]","[[0.03609698]
 [0.65933588]
 [0.08762471]]","[[0.03719703]
 [0.63898262]
 [0.09139661]]","[[0.03879557]
 [0.6218206 ]
 [0.09434884]]","[[0.03918036]
 [0.60641709]
 [0.0971973 ]]","[[0.04046499]
 [0.59479324]
 [0.09967706]]","[[0.04090852]
 [0.58548823]
 [0.10190113]]","[[0.04113235]
 [0.57782698]
 [0.10407874]]","[[ 0.15295198]
 [-0.79142434]
 [ 0.04210692]]","[[ 0.15102071]
 [-0.78865386]
 [ 0.04613857]]","[[ 0.1483028 ]
 [-0.78720544]
 [ 0.05127324]]","[[ 0.14703887]
 [-0.78743283]
 [ 0.05803093]]","[[ 0.14288914]
 [-0.78681163]
 [ 0.06711832]]","[[ 0.13861571]
 [-0.7874979 ]
 [ 0.07706451]]","[[ 0.13671092]
 [-0.78776741]
 [ 0.08196828]]","[[ 0.13910119]
 [-0.78771134]
 [ 0.07768627]]","[[ 0.14373009]
 [-0.78693592]
 [ 0.0660583 ]]","[[ 0.15116785]
 [-0.78647431]
 [ 0.04996056]]","[[ 0.15765372]
 [-0.7863401 ]
 [ 0.03429828]]"
Translational Vector,"[[-15.30711584]
 [-12.81902368]
 [ 91.26805434]]","[[-15.20736846]
 [-12.83502932]
 [ 91.48196801]]","[[-15.1223605 ]
 [-12.84102657]
 [ 91.66646046]]","[[-15.05292649]
 [-12.84284379]
 [ 91.85720455]]","[[-14.98640389]
 [-12.84350098]
 [ 91.97416918]]","[[-14.92438153]
 [-12.84598604]
 [ 92.10283532]]","[[-14.87278108]
 [-12.83313478]
 [ 92.24869816]]","[[-14.82221698]
 [-12.79773132]
 [ 92.37242792]]","[[-14.76873694]
 [-12.74088837]
 [ 92.51309535]]","[[-14.71836584]
 [-12.68158149]
 [ 92.69320403]]","[[-14.65525693]
 [-12.63156711]
 [ 92.86700521]]","[[-14.57757908]
 [-12.61305859]
 [ 93.06015149]]","[[-14.47182483]
 [-12.62180915]
 [ 93.27267306]]","[[-14.33300732]
 [-12.63787317]
 [ 93.44373062]]","[[-14.18190393]
 [-12.65169376]
 [ 93.57952302]]","[[-14.0213397 ]
 [-12.65098352]
 [ 93.70136033]]","[[-13.85219308]
 [-12.63752264]
 [ 93.81183319]]","[[-13.69266935]
 [-12.63268521]
 [ 94.0438892 ]]","[[-13.51964145]
 [-12.62406695]
 [ 94.20365041]]","[[-13.35177117]
 [-12.62906364]
 [ 94.42005244]]","[[-13.18260744]
 [-12.62984726]
 [ 94.65757765]]","[[-13.00447873]
 [-12.61589954]
 [ 94.84172928]]","[[-12.82019989]
 [-12.58647272]
 [ 94.96966221]]","[[-12.67476621]
 [-12.56439234]
 [ 95.10881229]]","[[-12.57019442]
 [-12.5633557 ]
 [ 95.22116947]]","[[-12.48283135]
 [-12.58699118]
 [ 95.27519378]]","[[-12.39386268]
 [-12.6282518 ]
 [ 95.32696028]]","[[-12.29925314]
 [-12.67174924]
 [ 95.3228357 ]]","[[-12.21569927]
 [-12.69984042]
 [ 95.24538876]]","[[-12.15693469]
 [-12.72142015]
 [ 95.16727245]]","[[-12.12347464]
 [-12.73197301]
 [ 95.06739123]]","[[-12.10210881]
 [-12.72831877]
 [ 94.89261027]]","[[-12.09435827]
 [-12.72110012]
 [ 94.75829724]]","[[-12.08898396]
 [-12.71107127]
 [ 94.63341825]]","[[-12.07557944]
 [-12.68377206]
 [ 94.38229977]]","[[-12.06886863]
 [-12.66300286]
 [ 94.21183561]]","[[-12.05780542]
 [-12.63025644]
 [ 93.98183846]]","[[-12.04369421]
 [-12.59302101]
 [ 93.72251269]]","[[-12.03959295]
 [-12.56879441]
 [ 93.53431851]]","[[-11.56342025]
 [-12.11965512]
 [ 89.30250965]]","[[-11.55224374]
 [-12.11642123]
 [ 89.1000939 ]]","[[-11.53557969]
 [-12.12530415]
 [ 88.8715787 ]]","[[-11.51027681]
 [-12.13754644]
 [ 88.60570596]]","[[-11.49153607]
 [-12.17683811]
 [ 88.41820824]]","[[-11.46394689]
 [-12.22367341]
 [ 88.25597175]]","[[-11.45234227]
 [-12.24881817]
 [ 88.10480443]]","[[-11.4593254 ]
 [-12.22788197]
 [ 87.93169991]]","[[-11.48219061]
 [-12.16634157]
 [ 87.77518899]]","[[-11.50016042]
 [-12.05575842]
 [ 87.52715856]]","[[-11.51372326]
 [-11.92520739]
 [ 87.28721487]]"
Distortion Matrix,-4.917495711164237,35.21382244669492,-0.33196138498205213,-0.06123328939959069,-242.83166843740702
